index,set_type,c11,c12,c44,G,B,E_VRH,nu,Cohesive_energy
23,training,220.7061462402344,147.3887176513672,99.45476531982422,68.15979766845703,171.5980529785156,180.7734832763672,0.3219302892684937,-4.200779914855957
24,training,220.7594299316406,147.3185424804688,99.12641143798828,68.0217056274414,171.6544189453125,180.5669403076172,0.3222413063049316,-4.201713562011719
25,training,223.2579040527344,148.0544586181641,100.6382675170898,69.31002807617188,172.9614410400391,183.37890625,0.3205767869949341,-4.249480724334717
26,training,222.8569793701172,147.9791717529297,100.1417007446289,68.96996307373047,172.75537109375,182.5426788330078,0.3208231031894684,-4.249282836914062
27,training,224.8255157470703,148.8957672119141,99.70353698730469,69.16651153564453,173.9616394042969,183.3488922119141,0.3218833208084106,-4.27852725982666
28,training,217.4406127929688,146.0910339355469,97.33192443847656,66.53560638427734,169.7166748046875,176.7631530761719,0.3234904408454895,-4.151822090148926
29,training,217.6366424560547,146.4037628173828,97.04378509521484,66.31246185302734,169.8630218505859,176.3186492919922,0.3241208493709564,-4.166993618011475
30,training,217.2168579101562,146.1628265380859,97.5288314819336,66.45984649658203,169.7234191894531,176.6110382080078,0.3232977092266083,-4.152879238128662
31,training,221.4491882324219,147.1902618408203,100.6538543701172,68.95137023925781,171.7175903320312,182.6783599853516,0.3201627731323242,-4.217514991760254
32,validation,218.3284759521484,146.5941009521484,98.29256439208984,67.14070129394531,170.2822265625,178.0926055908203,0.3228947222232819,-4.16591739654541
33,training,219.5680694580078,147.4998626708984,97.59988403320312,66.95653533935547,171.335205078125,177.9187469482422,0.3243831694126129,-4.181167125701904
34,training,218.97509765625,146.7807006835938,99.03668975830078,67.66212463378906,170.5777740478516,179.5227966308594,0.3226939141750336,-4.16254997253418
35,training,220.4175262451172,147.2768249511719,98.77497863769531,67.81500244140625,171.5111999511719,179.8899993896484,0.3226160407066345,-4.20350170135498
36,training,217.6679534912109,146.3912506103516,98.35382080078125,66.96157836914062,169.9131164550781,177.78076171875,0.3230757713317871,-4.144728183746338
37,training,219.2075653076172,147.1169128417969,97.55143737792969,66.76580047607422,170.9353942871094,177.3126373291016,0.3232730627059937,-4.19931173324585
38,training,218.3396606445312,146.4299926757812,97.96186828613281,66.95600128173828,170.1439666748047,177.8230133056641,0.3230472505092621,-4.169726848602295
39,training,220.3296966552734,147.3597412109375,98.56547546386719,67.58073425292969,171.5041809082031,179.5248870849609,0.3226958513259888,-4.199522972106934
40,training,210.7952270507812,144.0839996337891,95.3145980834961,63.95129776000977,166.1121978759766,170.4237670898438,0.3261655867099762,-4.04128885269165
41,training,213.0708160400391,144.7128448486328,96.37183380126953,65.05728912353516,167.2749481201172,173.0153350830078,0.3248240351676941,-4.080277919769287
42,training,215.7201843261719,145.3147888183594,96.66012573242188,65.8866958618164,168.6804046630859,174.9240875244141,0.3238667845726013,-4.126140117645264
43,validation,218.7653503417969,146.0182342529297,99.79376983642578,68.03682708740234,170.1092071533203,180.3885955810547,0.3211114704608917,-4.154227733612061
44,validation,210.5077819824219,144.3267364501953,93.49166870117188,62.98500442504883,166.1112976074219,168.1871948242188,0.327741950750351,-4.053630352020264
45,training,215.4983215332031,146.1080474853516,95.8857650756836,65.20024871826172,168.9539184570312,173.4535980224609,0.3255288004875183,-4.131848812103271
46,training,214.5733489990234,145.3211669921875,96.76083374023438,65.49259185791016,168.1582489013672,174.31591796875,0.3247820138931274,-4.09506893157959
47,training,212.8793029785156,144.9978790283203,94.85090637207031,64.26556396484375,167.338134765625,171.0978698730469,0.3262268006801605,-4.097142696380615
48,training,210.4723052978516,143.9378204345703,94.93780517578125,63.67669296264648,165.8456573486328,169.8345794677734,0.3259912133216858,-4.045086860656738
49,validation,212.2134094238281,144.4110565185547,95.17650604248047,64.25275421142578,166.7431182861328,171.2892761230469,0.3257009088993073,-4.066731929779053
50,training,214.7705841064453,145.1699981689453,95.93535614013672,65.30261993408203,168.2776031494141,173.5889587402344,0.3249498605728149,-4.109044551849365
51,validation,218.0595092773438,146.0605773925781,98.19278717041016,67.15492248535156,169.8015441894531,178.2397613525391,0.3230345845222473,-4.138874530792236
52,training,216.5320281982422,145.7330474853516,97.63044738769531,66.36884307861328,169.2422180175781,176.2813415527344,0.3231916427612305,-4.138242244720459
53,training,211.8303680419922,144.0814819335938,95.411376953125,64.38021850585938,166.5370178222656,171.5243225097656,0.325124204158783,-4.063868045806885
54,training,210.5928344726562,144.1873321533203,92.96595764160156,62.75585174560547,166.1602478027344,167.5751342773438,0.3280152082443237,-4.058467864990234
55,training,208.9188537597656,143.2382354736328,93.51446533203125,62.736328125,164.9051055908203,167.6238861083984,0.3276884853839874,-4.005777359008789
56,training,211.4708251953125,144.3632507324219,94.85077667236328,63.88507461547852,166.4602813720703,170.4427795410156,0.3264002203941345,-4.057442188262939
57,training,211.0673828125,143.7492828369141,95.86148834228516,64.42160034179688,165.9899749755859,171.6284332275391,0.3250633776187897,-4.038427829742432
58,training,210.5133972167969,143.5552825927734,95.33259582519531,64.0136947631836,165.7126312255859,170.6437530517578,0.3256555795669556,-4.029160499572754
59,training,206.0285797119141,142.5173797607422,92.61273193359375,61.58379745483398,163.4337463378906,164.7301483154297,0.3287741839885712,-3.970332145690918
60,training,211.6057739257812,144.5255889892578,94.68772888183594,63.76496887207031,166.8007049560547,170.0851287841797,0.3264186680316925,-4.070767402648926
61,training,209.2293243408203,143.37939453125,94.12012481689453,63.04945755004883,165.1363067626953,168.3054046630859,0.3265105783939362,-4.035835742950439
62,training,209.7418518066406,143.9573059082031,93.84378051757812,62.96973037719727,165.7595672607422,168.08056640625,0.3276893794536591,-4.031955242156982
63,validation,204.6742095947266,141.7027587890625,92.38212585449219,61.26386642456055,162.3983154296875,163.9034271240234,0.3287761211395264,-3.938419342041016
64,training,209.9053497314453,143.4451599121094,94.3976821899414,63.48869705200195,165.3988494873047,169.3675231933594,0.326530784368515,-4.021785259246826
65,validation,208.5041351318359,143.0560760498047,94.09578704833984,62.93096923828125,164.5646667480469,168.0692749023438,0.3270291388034821,-4.001389503479004
66,training,208.0832672119141,142.8628997802734,93.78483581542969,62.71478271484375,164.3271636962891,167.3204956054688,0.3270147144794464,-4.004171371459961
67,validation,210.9070587158203,144.1267852783203,94.41085052490234,63.60219955444336,166.242919921875,169.5932159423828,0.3264144659042358,-4.057150363922119
68,training,207.6515502929688,143.0786285400391,93.24551391601562,62.25679779052734,164.4077758789062,166.2779235839844,0.3281779885292053,-3.995271682739258
69,training,208.7108001708984,143.3750152587891,93.3480224609375,62.47528457641602,165.0093688964844,167.0205688476562,0.3274851441383362,-4.030151844024658
70,validation,205.7887725830078,142.5860748291016,91.26502227783203,60.90922546386719,163.3506774902344,162.9927215576172,0.3300712704658508,-3.969857215881348
71,training,205.6865081787109,142.1594543457031,92.38005065917969,61.41279602050781,163.0667724609375,164.3661346435547,0.3288021683692932,-3.957314491271973
72,training,203.435302734375,141.412109375,90.83390808105469,60.22426986694336,161.7984619140625,161.3605804443359,0.3300170600414276,-3.931637048721313
73,training,205.9544525146484,142.0151519775391,93.2876205444336,62.01903915405273,163.1271820068359,165.7958374023438,0.3276185989379883,-3.954797506332397
74,training,204.2679901123047,141.8051452636719,90.92032623291016,60.52362442016602,162.4193878173828,161.8725433349609,0.3302584588527679,-3.947831153869629
75,training,206.4193267822266,142.7242279052734,91.75569152832031,61.32798385620117,163.69140625,164.0978851318359,0.329545259475708,-3.97501277923584
76,validation,202.7317962646484,141.5352325439453,89.74209594726562,59.42984008789062,161.6052093505859,159.4176025390625,0.3314128518104553,-3.933084011077881
77,training,205.2978973388672,141.9727630615234,92.8479995727539,61.70846939086914,162.883544921875,164.8167419433594,0.3285750150680542,-3.938759803771973
78,validation,205.0977325439453,142.0798797607422,91.79187774658203,61.03588104248047,162.80029296875,163.3539733886719,0.3293500542640686,-3.95858907699585
79,training,205.8951873779297,142.2897796630859,92.45964050292969,61.549072265625,163.26025390625,164.5760955810547,0.3285706043243408,-3.966714143753052
80,training,202.8341827392578,141.2386169433594,90.97989654541016,60.14775466918945,161.5776519775391,161.1014251708984,0.3301981985569,-3.918851852416992
81,training,206.947021484375,143.0928649902344,91.02609252929688,61.09888458251953,164.1174774169922,163.4822692871094,0.3303187489509583,-3.994611024856567
82,training,205.9087982177734,142.1130676269531,92.72853088378906,61.72018432617188,163.1570434570312,164.8345642089844,0.3280706703662872,-3.973536491394043
83,training,203.2881622314453,141.5678100585938,90.64171600341797,60.02508544921875,161.861328125,160.8630981445312,0.3306494355201721,-3.930150270462036
84,training,199.3202819824219,139.6111755371094,89.6803207397461,58.90241241455078,159.2182006835938,158.11474609375,0.3312186002731323,-3.844393014907837
85,training,199.9809265136719,140.1347808837891,89.06608581542969,58.67763900756836,159.7259063720703,157.6605377197266,0.3322857618331909,-3.857130289077759
86,training,204.4499206542969,141.2300262451172,92.41443634033203,61.33884811401367,161.9702911376953,164.0565795898438,0.3280119299888611,-3.939409732818604
87,training,202.5873107910156,141.1537322998047,90.06233978271484,59.73025131225586,161.2894287109375,160.0279693603516,0.3309222459793091,-3.913068532943726
88,training,201.5835266113281,140.3486938476562,90.5118408203125,59.82814025878906,160.5348968505859,160.3455810546875,0.3302325010299683,-3.881177663803101
89,training,201.7470397949219,140.5746612548828,90.20148468017578,59.73293304443359,160.74462890625,160.12841796875,0.3306809663772583,-3.879889011383057
90,training,202.4705657958984,140.9319000244141,90.75834655761719,59.9676513671875,161.1891937255859,160.7092132568359,0.3300200700759888,-3.918250322341919
91,training,200.8207855224609,140.5048675537109,89.85248565673828,59.17319488525391,160.2465057373047,158.8545227050781,0.3315056562423706,-3.875715255737305
92,training,200.1851806640625,139.8487701416016,89.5481948852539,59.10968017578125,159.6651000976562,158.5652465820312,0.3308306932449341,-3.869807481765747
93,training,201.3342742919922,140.2134704589844,90.78791046142578,59.84774017333984,160.2940216064453,160.4556274414062,0.3297746777534485,-3.885076999664307
94,training,202.8582000732422,141.4028015136719,90.5506362915039,59.85903167724609,161.6070251464844,160.5579376220703,0.330719381570816,-3.916821956634521
95,training,198.3257751464844,138.9241180419922,88.44523620605469,58.20800399780273,158.3596343994141,156.4699401855469,0.3318608403205872,-3.834749698638916
96,training,196.9574584960938,138.2635650634766,88.65613555908203,58.08377456665039,157.5455932617188,156.1126403808594,0.3316565752029419,-3.800445318222046
97,training,198.1324157714844,139.1748809814453,88.48554992675781,58.04865646362305,158.5092926025391,155.9947967529297,0.3322780430316925,-3.837607860565186
98,training,195.6951141357422,137.9850006103516,87.03631591796875,56.98793411254883,156.9041595458984,153.3948974609375,0.3335565626621246,-3.786445140838623
99,training,198.7631072998047,138.9409637451172,89.46904754638672,58.8118896484375,158.5044097900391,157.8929290771484,0.3308534622192383,-3.832546949386597
100,training,196.2756805419922,138.0926208496094,87.97052764892578,57.56746292114258,157.0782623291016,154.8712310791016,0.3325737118721008,-3.78542947769165
101,validation,196.4936676025391,138.4482269287109,87.37761688232422,57.26077651977539,157.4340362548828,153.9467620849609,0.3332670927047729,-3.807239055633545
102,training,197.1547546386719,138.2169799804688,88.59564971923828,58.13332748413086,157.5048217773438,156.2108917236328,0.3315342664718628,-3.802873373031616
103,training,198.7816467285156,139.3995666503906,87.92012023925781,57.90061569213867,158.8518524169922,155.5420532226562,0.3323864936828613,-3.87046217918396
104,training,196.4032135009766,138.1888427734375,87.83132934570312,57.44613265991211,157.207763671875,154.4749755859375,0.3325521945953369,-3.8032066822052
105,training,193.6759796142578,137.1065368652344,85.63250732421875,55.93801879882812,155.5273742675781,150.7294006347656,0.3350555300712585,-3.750282764434814
106,training,194.99169921875,136.8003540039062,87.64822387695312,57.45004272460938,155.8574981689453,154.4054718017578,0.3315873444080353,-3.764990329742432
107,training,193.1761322021484,136.9716491699219,84.68440246582031,55.34408950805664,155.2877197265625,149.2306976318359,0.3360959589481354,-3.747990846633911
108,training,193.1577911376953,136.6804656982422,85.70610046386719,55.9605827331543,155.0642700195312,150.7575225830078,0.3346408605575562,-3.73608136177063
109,training,193.5719909667969,136.7669372558594,85.58932495117188,55.99585723876953,155.2705230712891,150.7217407226562,0.3344878554344177,-3.750796794891357
110,training,191.6221160888672,135.7866668701172,84.37947082519531,55.0985107421875,153.913330078125,148.4945373535156,0.3356622457504272,-3.710532903671265
111,training,192.873046875,136.3714294433594,84.96744537353516,55.66183853149414,154.7575988769531,149.9373016357422,0.3351809680461884,-3.729324579238892
112,training,191.5952606201172,135.5907135009766,84.32681274414062,55.16579437255859,153.7826385498047,148.6856231689453,0.3354592025279999,-3.710436105728149
113,training,190.8366241455078,134.9414978027344,84.26825714111328,55.1306037902832,153.0844116210938,148.5333251953125,0.3351992070674896,-3.685009002685547
114,training,188.3896942138672,133.9168090820312,81.6700439453125,53.51625442504883,151.6321411132812,144.3201293945312,0.3382225334644318,-3.628953456878662
115,validation,188.0437774658203,133.7879028320312,81.6097412109375,53.4190673828125,151.3244781494141,144.2250823974609,0.3381069600582123,-3.632754802703857
116,training,189.6865386962891,134.1963195800781,83.36621856689453,54.59469223022461,152.2662811279297,146.9745788574219,0.335870772600174,-3.662450313568115
117,training,192.0827484130859,135.7293701171875,84.92339324951172,55.54351806640625,154.038818359375,149.6027374267578,0.334932267665863,-3.711575031280518
118,training,191.8630065917969,135.1278076171875,85.63076782226562,56.04492950439453,153.6196441650391,150.6158905029297,0.3335445523262024,-3.698144435882568
119,training,189.1888732910156,134.0807952880859,82.87056732177734,54.24081039428711,151.9763641357422,146.2613830566406,0.3365536332130432,-3.655701160430908
120,training,189.7067108154297,133.9823303222656,84.00018310546875,54.98387145996094,152.1010437011719,147.8873748779297,0.3349486291408539,-3.657196521759033
121,training,184.1651763916016,131.1959838867188,78.3406753540039,51.47977066040039,148.3130187988281,138.91943359375,0.3406150341033936,-3.55475902557373
122,training,183.6943511962891,130.9213562011719,78.11819458007812,51.34396743774414,147.9232330322266,138.6336059570312,0.3406311273574829,-3.543514728546143
123,training,236.7935180664062,151.8929901123047,106.3596496582031,75.28813171386719,179.9040374755859,198.4421234130859,0.3162985146045685,-4.419079780578613
124,training,228.999755859375,151.6491394042969,95.41695404052734,67.66759490966797,177.4185333251953,179.9471740722656,0.3270532786846161,-4.405520439147949
125,training,228.0938568115234,152.3163757324219,93.4601058959961,66.09703826904297,177.4448699951172,176.6234283447266,0.3306818008422852,-4.390668869018555
126,training,217.1670532226562,149.8846130371094,86.65381622314453,60.11185836791992,172.0896301269531,161.5812530517578,0.339285135269165,-4.226096630096436
127,training,216.3691101074219,149.5694427490234,86.0168228149414,59.57762145996094,171.4610595703125,160.3081665039062,0.340048760175705,-4.224022388458252
128,training,216.3820343017578,149.5758819580078,86.01856994628906,59.58039093017578,171.4697875976562,160.317626953125,0.3400498330593109,-4.224223613739014
129,training,219.5745697021484,153.2219696044922,84.38399505615234,58.65546417236328,175.1069946289062,158.3516540527344,0.3453358709812164,-4.279717445373535
130,training,216.7576904296875,150.5818634033203,83.98849487304688,58.34822845458984,172.3311157226562,157.3173828125,0.3425508439540863,-4.275281429290771
131,training,208.4671325683594,148.4376678466797,79.4251708984375,54.25096130371094,167.9903564453125,146.8371887207031,0.3481813967227936,-4.152669429779053
132,training,208.4961395263672,149.8256988525391,78.2917251586914,53.21667098999023,169.0080718994141,144.816650390625,0.3528479039669037,-4.125086784362793
133,training,211.3471069335938,147.2599029541016,84.5584487915039,58.09782791137695,168.3704071044922,156.3742370605469,0.3401242196559906,-4.15113639831543
134,training,210.0207672119141,149.2102355957031,79.97148132324219,54.5436897277832,169.0820770263672,148.0766296386719,0.3486894071102142,-4.158570766448975
135,training,206.6721038818359,146.7866668701172,80.53355407714844,54.68035888671875,166.3292846679688,147.87353515625,0.3463136553764343,-4.092971324920654
136,training,208.6461029052734,148.3483428955078,79.62110137939453,54.40080642700195,168.0899810791016,147.1742095947266,0.3491414487361908,-4.126891136169434
137,training,208.5194702148438,148.7650909423828,80.06478881835938,54.62717819213867,168.3402252197266,148.0823974609375,0.3487085103988647,-4.120517730712891
138,training,214.7645568847656,150.7786865234375,82.64096069335938,57.12937164306641,171.7360229492188,153.9719848632812,0.3455792665481567,-4.232977867126465
139,training,199.5042266845703,146.0749206542969,72.11246490478516,48.60530090332031,163.4759979248047,132.5752716064453,0.3591530621051788,-3.987462997436523
140,training,201.5540313720703,148.7197113037109,72.24748992919922,48.49005889892578,165.9219512939453,132.8231048583984,0.3610498011112213,-4.02086067199707
141,training,198.6533660888672,146.1887512207031,72.50578308105469,48.41394805908203,163.2149353027344,132.3281555175781,0.3594255745410919,-3.953663110733032
142,training,204.9559783935547,149.2068023681641,75.56501770019531,51.0071907043457,167.35546875,139.3382415771484,0.3564220666885376,-4.079368114471436
143,training,197.4320678710938,148.032958984375,69.56940460205078,45.94656753540039,164.0130004882812,126.7050628662109,0.3655986785888672,-3.938251495361328
144,training,198.0420379638672,146.5246887207031,72.2034683227539,47.96051025390625,163.1085968017578,131.09521484375,0.3603900372982025,-3.937005758285522
145,training,199.6759185791016,144.8599548339844,74.985595703125,50.50484466552734,162.7919311523438,137.5744018554688,0.3538573086261749,-3.941706418991089
146,training,198.4860534667969,146.4714660644531,72.08172607421875,48.09643936157227,163.4937744140625,131.5267486572266,0.3599591851234436,-3.962985992431641
147,training,202.4178771972656,147.1467742919922,76.54479217529297,51.29706192016602,165.0162048339844,139.7108306884766,0.3542235493659973,-4.006412506103516
148,training,200.1559753417969,146.5813903808594,74.10769653320312,49.53878021240234,163.9120330810547,135.2915496826172,0.3580455482006073,-3.94964337348938
149,training,195.9115295410156,145.2508544921875,70.1727294921875,46.76794815063477,161.6054229736328,128.0848388671875,0.3618681728839874,-3.92806339263916
150,training,195.3620452880859,143.9385681152344,69.58956146240234,46.67800140380859,160.6889495849609,128.1702728271484,0.3616032600402832,-3.878408908843994
151,training,195.1749572753906,144.3223724365234,71.23450469970703,47.29042816162109,160.7147216796875,129.8512725830078,0.3607430458068848,-3.869817018508911
152,training,194.2808532714844,145.7491912841797,68.61861419677734,45.12475204467773,161.3863220214844,124.3672256469727,0.366770476102829,-3.878697395324707
153,training,194.4601440429688,146.0468902587891,66.81465911865234,44.21960830688477,161.7537231445312,122.0959548950195,0.3688108026981354,-3.901987791061401
154,training,195.47119140625,143.6255645751953,73.01786804199219,48.57154083251953,160.4984588623047,132.8206634521484,0.3565040528774261,-3.889162063598633
155,training,195.3512573242188,144.3889923095703,70.51927947998047,46.99199295043945,161.0862884521484,128.8593902587891,0.3616197109222412,-3.863561868667603
156,training,193.2331695556641,144.1170654296875,68.35372924804688,45.30840682983398,160.0602874755859,124.3127136230469,0.365707129240036,-3.828724145889282
157,training,193.6252746582031,144.37744140625,66.20536804199219,44.25903701782227,160.3386688232422,122.1315155029297,0.3678583204746246,-3.869919300079346
158,training,194.32177734375,143.0572357177734,70.67166900634766,47.08485412597656,159.8168487548828,129.2509613037109,0.3602769374847412,-3.857378482818604
159,training,194.4508666992188,143.3022003173828,71.18479919433594,47.47031784057617,160.0073547363281,129.8645935058594,0.3588117957115173,-3.861768484115601
160,training,190.2913360595703,144.9001922607422,62.54667282104492,40.94485855102539,159.7961578369141,113.8951721191406,0.3763108551502228,-3.813283681869507
161,training,190.6449127197266,143.9573974609375,65.25789642333984,42.93210983276367,159.2360382080078,118.7367248535156,0.3689641654491425,-3.85364556312561
162,training,192.0524291992188,143.8478088378906,67.58182525634766,44.74297714233398,159.475341796875,122.8183059692383,0.3661751747131348,-3.807111024856567
163,validation,184.2731781005859,138.1469116210938,62.9229850769043,41.98274993896484,153.0297393798828,116.0483016967773,0.3680665194988251,-3.640857219696045
164,training,193.4845275878906,144.7991027832031,68.71269989013672,45.49398803710938,160.5825347900391,124.9116287231445,0.3649439811706543,-3.835140466690063
165,training,193.5282440185547,145.7389984130859,67.13957214355469,44.25827407836914,161.2588958740234,121.8924331665039,0.3687119781970978,-3.835373401641846
166,training,189.6738128662109,142.3374786376953,65.90597534179688,43.72283554077148,157.6005706787109,120.1667556762695,0.3670784533023834,-3.773794174194336
167,training,183.22705078125,145.5619506835938,52.22860336303711,33.87445068359375,157.8672637939453,95.40457153320312,0.3927518725395203,-3.708669185638428
168,validation,194.6639099121094,147.1103363037109,66.15935516357422,43.75872421264648,162.7902374267578,121.1382064819336,0.3703747093677521,-3.901825189590454
169,training,189.2462615966797,141.7714080810547,64.94922637939453,43.22089004516602,157.2608032226562,119.1748580932617,0.3681375980377197,-3.762636184692383
170,training,192.1480407714844,142.4618377685547,69.15126037597656,46.04683685302734,158.6254577636719,126.0390396118164,0.3623614907264709,-3.792108058929443
171,training,191.4222564697266,142.7493286132812,67.38455200195312,44.55850982666016,158.6540832519531,123.2409362792969,0.3649767935276031,-3.825297832489014
172,training,192.8021545410156,144.7331085205078,67.24298095703125,44.28971099853516,160.2945556640625,122.2350692749023,0.3672868609428406,-3.849133253097534
173,training,190.1922607421875,143.3592071533203,64.70143127441406,42.5670280456543,158.5336608886719,117.8749771118164,0.3701463937759399,-3.807688474655151
174,training,188.0168304443359,142.8058471679688,61.67253875732422,40.87469863891602,157.3762054443359,113.1761779785156,0.3751266598701477,-3.756603717803955
175,training,187.0224304199219,144.6518859863281,59.18049240112305,38.77054595947266,158.3623046875,108.0429382324219,0.3809793293476105,-3.723067998886108
176,training,183.7777557373047,139.8057098388672,60.7188606262207,39.97039794921875,154.0082855224609,111.1436386108398,0.3746245503425598,-3.646926641464233
177,training,184.2223052978516,141.8184509277344,58.46940612792969,38.57753753662109,155.5139465332031,107.1930770874023,0.3792298138141632,-3.674607038497925
178,training,186.4595489501953,141.5098266601562,61.73391342163086,40.74279403686523,156.0297241210938,112.7859725952148,0.374367356300354,-3.695514440536499
179,training,185.4180755615234,139.5106964111328,62.79402542114258,41.69344329833984,154.4190673828125,114.8917617797852,0.3700463473796844,-3.681419372558594
180,training,184.8562622070312,141.3844604492188,59.51491546630859,39.29632949829102,155.3261566162109,109.3630218505859,0.3765433728694916,-3.708656311035156
181,training,185.7975769042969,143.2476196289062,58.98223876953125,38.41159439086914,157.07470703125,107.1381149291992,0.3807148933410645,-3.731760263442993
182,training,185.2953338623047,142.0015411376953,60.71189117431641,39.81110000610352,155.9989013671875,110.6843185424805,0.3765210807323456,-3.701882600784302
183,training,185.4314727783203,141.0770874023438,60.52722930908203,39.87224197387695,155.397216796875,110.7549896240234,0.3754577040672302,-3.706876277923584
184,validation,183.8404388427734,137.6475830078125,62.71651840209961,41.92833709716797,152.6067047119141,115.6060638427734,0.3678288459777832,-3.625128269195557
185,training,188.2917327880859,142.0787506103516,62.06636428833008,41.24562835693359,157.0162963867188,114.3919677734375,0.3733729422092438,-3.743130922317505
186,training,185.5733032226562,140.7022094726562,62.12578201293945,41.08575820922852,155.2052459716797,113.4200057983398,0.372369796037674,-3.670413732528687
187,training,190.0185852050781,144.2076416015625,65.54417419433594,42.84741592407227,159.0940551757812,118.4071350097656,0.3698268532752991,-3.794399738311768
188,training,184.6214447021484,142.0643920898438,59.14762878417969,38.82143783569336,155.6804351806641,107.9315795898438,0.3784810602664948,-3.688102006912231
189,training,183.5412902832031,142.1436920166016,57.05661773681641,37.36378860473633,155.5053405761719,104.2356338500977,0.3815805315971375,-3.704230785369873
190,training,182.0778656005859,140.9650115966797,55.86362457275391,36.61083602905273,154.2923431396484,102.3521423339844,0.3822133243083954,-3.672034025192261
191,training,185.0705108642578,141.8979797363281,58.13327026367188,38.73722457885742,155.9198455810547,108.057746887207,0.3791196942329407,-3.638025760650635
192,validation,194.637939453125,144.9253082275391,68.62110137939453,45.63771057128906,160.9998626708984,125.7492218017578,0.366077333688736,-3.824735403060913
193,training,180.6619110107422,139.2424468994141,55.35888290405273,36.83113861083984,152.6452026367188,103.1901092529297,0.3805160224437714,-3.581389665603638
194,training,178.1307220458984,136.6546630859375,56.74980545043945,37.69515991210938,149.9887084960938,105.1035766601562,0.3766126334667206,-3.507166385650635
195,training,184.3181915283203,142.7847595214844,56.41893005371094,37.13179016113281,156.1014862060547,103.6588363647461,0.3846955597400665,-3.660373210906982
196,validation,181.6244659423828,139.4247741699219,56.73491287231445,37.61161422729492,152.9133911132812,104.8074493408203,0.3804639875888824,-3.592494010925293
197,training,177.9546966552734,140.3153076171875,51.271728515625,33.49146270751953,152.2575836181641,94.07599639892578,0.3909852504730225,-3.56270694732666
198,validation,188.1783294677734,144.3376922607422,59.99782943725586,40.03743362426758,158.5958251953125,110.6173706054688,0.3781189918518066,-3.696377038955688
