index,set_type,c11,c12,c44,G,B,E_VRH,nu,Cohesive_energy
50,test,203.89842,149.12425,65.190125,48.30894,170.03802,129.75482,0.35884035,-4.1776085
51,training,204.53883,149.5518,65.68624,48.631798,170.51587,130.7167,0.35895467,-4.1790414
52,test,206.77989,150.83685,66.89621,49.53917,172.00366,133.24031,0.35932845,-4.1911154
53,test,203.39964,148.80803,64.73208,47.911007,169.57779,128.87854,0.3580447,-4.195957
54,training,206.88118,150.98041,67.21532,49.749,172.14354,133.81908,0.35959023,-4.1854825
55,test,201.63976,147.77489,63.61993,47.023335,168.25877,126.45528,0.35744765,-4.197268
56,test,204.07245,149.11534,64.90858,47.968914,169.81223,129.06999,0.35782936,-4.2124276
57,test,202.84422,148.4767,64.43938,47.709778,169.21355,128.11766,0.35806578,-4.1892157
58,test,203.41837,148.7888,64.66294,47.896282,169.5499,128.78197,0.3580771,-4.196859
59,test,202.23357,147.96681,63.528057,47.007828,168.48119,126.39611,0.35701916,-4.22113
60,validation,214.76865,155.51399,71.80583,52.885197,177.41582,142.68611,0.36119893,-4.222867
61,training,207.50562,151.16751,67.054565,49.547832,172.28201,133.41116,0.35871506,-4.218674
62,test,204.40057,149.3356,65.14838,48.191235,170.16739,129.67212,0.35801226,-4.2087283
63,test,201.07669,147.34314,62.95369,46.61714,167.78162,125.339134,0.35675645,-4.214186
64,training,201.48146,147.65486,63.515266,47.038944,168.21057,126.37843,0.35741997,-4.1964726
65,training,200.9197,147.24828,62.913437,46.547367,167.67688,125.14875,0.35676205,-4.2131333
66,test,200.32605,146.91008,62.600143,46.32318,167.2926,124.53543,0.35677406,-4.2052097
67,test,206.39803,150.5805,66.54441,49.199444,171.62758,132.38275,0.35870856,-4.207727
68,test,205.29474,149.82806,65.590935,48.49672,170.69011,130.5473,0.35800582,-4.219355
69,test,209.02634,152.09491,68.09847,50.364216,173.43118,135.57724,0.35957187,-4.2125673
70,test,204.3552,149.32422,65.1488,48.16578,170.11192,129.59534,0.3582162,-4.203223
71,test,203.34601,148.73436,64.543686,47.74883,169.43933,128.50497,0.35767365,-4.208758
72,test,200.32246,146.86345,62.446445,46.205227,167.2186,124.25675,0.35651022,-4.214077
73,validation,201.62616,147.70486,63.377922,46.877106,168.18631,126.07593,0.35712212,-4.208372
74,test,202.03633,147.90735,63.640007,47.15668,168.53865,126.63791,0.3575727,-4.199071
75,test,203.8644,149.09583,65.17685,48.22137,169.95195,129.62564,0.3585032,-4.1858234
76,test,203.55983,148.77252,64.405334,47.582115,169.42165,128.10281,0.35721424,-4.224681
77,test,202.55756,148.2114,63.858803,47.276806,168.80939,127.12583,0.35735947,-4.212189
78,test,201.6575,147.60988,63.16981,46.742065,168.08131,125.73779,0.35690236,-4.2168484
79,validation,205.53854,150.05986,66.00632,48.798336,170.99454,131.32892,0.3586141,-4.2021866
80,test,207.10188,150.85854,66.673836,49.25914,171.96211,132.5618,0.35863665,-4.2233295
81,training,206.75279,150.80603,66.806404,49.47196,171.9412,132.99521,0.3592594,-4.1962366
82,test,200.84084,147.16661,62.712692,46.4127,167.5817,124.817986,0.35669088,-4.2151446
83,test,209.59445,152.39981,68.309074,50.347885,173.69151,135.81519,0.35931066,-4.228149
84,validation,202.01938,147.88716,63.46888,46.955513,168.38226,126.3029,0.3569729,-4.2199326
85,test,199.90352,146.55777,62.11181,45.978962,166.87181,123.64637,0.35635158,-4.215263
86,test,199.67151,146.48569,62.08436,46.00921,166.81815,123.594505,0.35651106,-4.2089233
87,test,202.76724,148.38603,64.16537,47.44776,169.02448,127.570786,0.35773718,-4.20126
88,training,201.32396,147.53792,63.353333,46.88497,168.06017,126.04157,0.35718456,-4.202057
89,test,203.48218,148.91512,64.90457,48.015823,169.68588,129.05283,0.35823476,-4.192191
90,training,204.89827,149.58273,65.313416,48.315197,170.43271,129.99846,0.3579666,-4.217823
91,test,203.8038,148.9241,64.63128,47.79203,169.64029,128.61162,0.3575361,-4.219894
92,test,202.10089,148.04166,63.76269,47.115284,168.54251,126.744415,0.3573195,-4.2068534
93,training,201.66373,147.70001,63.30757,46.819,168.12459,126.02786,0.35697055,-4.214193
94,test,207.7942,151.44699,67.30631,49.641342,172.48308,133.76845,0.35873514,-4.2247024
95,test,198.26913,145.63351,61.200146,45.28141,165.7544,121.734245,0.35602283,-4.209155
96,training,199.93384,146.61319,62.154716,45.99042,166.89986,123.58137,0.35643142,-4.2137938
97,validation,204.0143,149.02235,64.64856,47.754463,169.71771,128.58435,0.35741568,-4.227696
98,test,199.30348,146.24226,61.682003,45.66049,166.46375,122.74693,0.35613582,-4.2174177
99,test,199.23062,146.24243,61.883827,45.814743,166.49138,123.12632,0.35645464,-4.206551
100,test,200.6364,147.06802,62.635418,46.323963,167.43623,124.63578,0.35649276,-4.2196584
101,validation,201.48676,147.54153,63.10885,46.70193,168.0052,125.66489,0.3566893,-4.22239
102,training,198.5235,145.78995,61.31041,45.359756,165.94681,121.89404,0.35590953,-4.2147684
103,training,200.77377,147.14697,62.783707,46.47434,167.58833,125.025085,0.35681814,-4.2110615
104,training,202.83994,148.36304,64.06018,47.39538,169.01732,127.4781,0.35731605,-4.216533
105,test,200.44691,146.90685,62.36343,46.127277,167.21065,124.06646,0.35628203,-4.2247357
106,test,197.94197,145.4519,60.930584,45.06423,165.51207,121.11185,0.35579714,-4.2137704
107,test,201.69223,147.59613,63.07721,46.630436,168.04517,125.55306,0.35647246,-4.2311378
108,test,199.01218,146.06476,61.518875,45.504276,166.2371,122.37967,0.3559297,-4.221019
109,test,202.30475,148.04094,63.588806,47.03595,168.57928,126.6278,0.3567885,-4.2284493
110,training,198.411,145.64749,61.05776,45.21884,165.78964,121.5877,0.35574624,-4.2216253
111,test,197.46786,145.12163,60.602318,44.844463,165.13249,120.6012,0.3554906,-4.2178946
112,test,196.80746,144.6901,60.040237,44.45104,164.6341,119.54649,0.35514542,-4.222601
113,test,196.03201,144.23083,59.548767,44.060318,164.04326,118.54448,0.35487804,-4.2233944
114,validation,196.83029,144.73346,60.0851,44.486656,164.7078,119.58097,0.35520563,-4.2214074
115,test,195.53885,143.89374,59.16468,43.79815,163.68301,117.77124,0.35464546,-4.227388
116,training,196.44049,144.48553,59.817028,44.269726,164.39778,119.00874,0.35507265,-4.2220535
117,training,198.05449,145.51094,61.09519,45.219666,165.64467,121.56788,0.3559042,-4.211231
118,training,196.69463,144.68628,60.099426,44.48933,164.63142,119.56441,0.35538498,-4.2151628
119,training,196.17686,144.31367,59.51901,44.00735,164.11346,118.43069,0.35464528,-4.2338915
120,training,195.2865,143.77638,59.041378,43.69566,163.51384,117.51819,0.35460436,-4.224858
121,test,194.48131,143.24596,58.27195,43.104904,162.89868,116.0886,0.35376853,-4.244361
122,test,193.67151,142.74773,57.841843,42.78878,162.31645,115.169205,0.3537093,-4.237697
123,test,213.9407,155.20354,71.7119,53.02938,177.17725,142.83658,0.36239818,-4.1763225
124,training,208.05898,151.73029,67.94405,50.369057,173.05743,135.22055,0.36040032,-4.1766715
125,test,219.16231,158.32901,75.140854,55.529358,180.95074,149.55751,0.36426756,-4.174724
126,validation,216.83421,156.94342,73.420975,54.276817,179.16621,146.08313,0.36322823,-4.1894946
127,test,215.0629,155.97076,72.53756,53.600563,178.09619,144.61858,0.3630124,-4.1751957
128,test,215.0776,155.97963,72.54726,53.607956,178.10689,144.63799,0.3630187,-4.1751637
129,test,225.80438,162.3354,79.61621,58.5493,185.65886,158.15028,0.36688036,-4.1679487
130,training,227.02444,163.1134,80.47393,59.36769,186.67426,160.0665,0.3673384,-4.161295
131,training,215.41948,156.2762,72.98626,53.989426,178.34036,145.2437,0.36338395,-4.164539
132,test,226.61554,162.81302,80.0746,58.885353,186.0898,158.90878,0.36672086,-4.1801906
133,test,212.19696,154.17297,70.574,52.235683,175.92715,140.48094,0.3620263,-4.177473
134,test,221.14528,159.52539,76.40548,56.260666,182.30241,151.59598,0.36431715,-4.1914797
135,training,216.65045,156.71921,73.12601,53.97557,179.00018,145.61119,0.36285904,-4.1994786
136,test,216.63779,156.83018,73.4109,54.106686,179.10724,145.96198,0.3633106,-4.182475
137,test,220.51048,159.2906,76.1473,56.189117,181.96019,151.41512,0.36455598,-4.183236
138,training,220.67581,159.3564,76.37112,56.48772,182.1574,152.08034,0.36554927,-4.154136
139,training,209.10872,152.3772,68.65916,50.805058,173.88203,136.68718,0.36099797,-4.175987
140,training,225.01727,161.869,79.087746,58.217255,185.09912,157.12234,0.36662662,-4.169099
141,training,218.77487,158.19069,74.77871,55.252285,180.73639,149.1532,0.3643473,-4.176636
142,validation,224.90393,161.73325,78.72579,57.951946,184.89236,156.45816,0.36606705,-4.185105
143,test,208.22903,151.82156,67.90636,50.29044,173.1868,135.32782,0.36048102,-4.183933
144,validation,216.70084,156.86589,73.38966,54.269264,179.18129,146.25446,0.3635743,-4.1765842
145,training,215.2386,155.93773,72.29989,53.402916,177.98082,143.84972,0.36223814,-4.201014
146,training,214.99101,155.8153,72.16417,53.383705,178.01035,143.85826,0.36293805,-4.182374
147,test,215.97896,156.44969,72.9452,53.809074,178.6106,145.15442,0.36273667,-4.193034
148,training,210.69295,153.37286,69.68794,51.56737,175.06935,138.94652,0.36163062,-4.1727586
149,test,225.01389,161.86131,78.99877,58.132133,184.98041,156.73973,0.3660464,-4.184019
150,training,210.89311,153.41696,69.56103,51.38318,175.00824,138.43835,0.3610017,-4.1973257
151,test,208.3015,151.7958,67.837944,50.235214,173.06413,135.2049,0.3604723,-4.1844525
152,test,219.7902,158.82126,75.44591,55.62691,181.31865,150.17686,0.3640674,-4.1912627
153,test,223.84004,161.12953,77.96734,57.30512,184.12135,154.82707,0.36543185,-4.1987777
154,training,210.93979,153.33449,69.43503,51.335888,174.96489,138.28796,0.36103195,-4.195978
155,test,209.44998,152.53256,68.790474,50.91601,174.08582,137.00189,0.36078537,-4.1834645
156,test,207.91327,151.58159,67.5006,49.973618,172.93922,134.70972,0.36030966,-4.191452
157,test,214.70937,155.54927,71.88833,53.142475,177.67197,143.1392,0.36250263,-4.191053
158,test,213.6599,155.03862,71.44792,52.76342,176.9124,142.11967,0.36203432,-4.1890173
159,test,206.37918,150.65446,66.43981,49.053787,171.62648,132.17152,0.3587775,-4.2137136
160,test,211.52582,153.70758,69.85028,51.63251,175.3858,138.93495,0.3613082,-4.1972637
161,training,226.0171,162.42896,79.600525,58.556873,185.76337,158.07715,0.36650932,-4.184194
162,test,209.68716,152.6482,68.92323,50.989277,174.15147,137.28862,0.360842,-4.180423
163,training,207.8583,151.50963,67.34783,49.788784,172.79904,134.23889,0.35964012,-4.2085238
164,training,228.28279,163.70811,81.063965,59.61098,187.29321,160.70189,0.36743167,-4.180841
165,validation,210.62906,153.1921,69.36936,51.440998,174.86798,138.55519,0.3615728,-4.17804
166,test,214.97803,155.95038,72.525925,53.649456,178.13867,144.38138,0.36315787,-4.1724205
167,training,208.44221,151.86334,67.809364,50.17732,173.27542,135.13106,0.36018452,-4.1987305
168,test,226.10196,162.49661,79.59948,58.55648,185.80304,157.93825,0.3665682,-4.1831536
169,test,214.30437,155.33751,71.57554,52.89597,177.33772,142.51689,0.36227238,-4.1948566
170,test,209.81477,152.75696,68.98261,51.16702,174.36122,137.67975,0.3612325,-4.177157
171,test,217.69914,157.4328,73.92551,54.500305,179.80287,147.03575,0.36312577,-4.201252
172,test,208.79773,152.08754,68.06256,50.342556,173.47374,135.78961,0.36022556,-4.1970816
173,test,219.0171,158.23401,74.85449,55.326225,180.93399,149.1297,0.3644077,-4.1796384
174,test,206.43063,150.70178,66.65054,49.282566,171.87047,132.85341,0.3593367,-4.199752
175,training,214.66554,155.51698,71.85595,52.98616,177.57155,142.95091,0.36227164,-4.198297
176,test,218.17133,157.66803,74.1812,54.627125,180.07077,147.3076,0.36325416,-4.204635
177,test,212.24608,154.08035,70.25585,51.923077,175.87341,139.88068,0.36138725,-4.200509
178,training,207.10063,151.08685,67.19312,49.698334,172.35852,133.95235,0.35996574,-4.1843777
179,test,204.60341,149.50438,65.186775,48.213547,170.42235,130.01451,0.3585603,-4.2086906
180,test,211.26514,153.51138,69.70927,51.459522,175.21373,138.62117,0.36104172,-4.201963
181,validation,216.32378,156.56384,72.93879,53.722637,178.74272,145.16017,0.36286762,-4.2009263
182,test,213.05911,154.54834,70.80982,52.27616,176.40211,141.05104,0.36139938,-4.20171
183,test,215.7633,156.2605,72.69013,53.612236,178.38306,144.64377,0.3625339,-4.1981373
184,test,209.25168,152.51228,68.82139,50.858074,173.90276,136.9913,0.3608374,-4.179734
185,test,208.52559,151.84041,67.76268,50.029278,173.13762,134.93958,0.35973915,-4.2094665
186,training,214.97075,155.837,72.300934,53.41952,177.8789,143.98717,0.3630425,-4.1785755
187,test,218.8597,158.03668,74.595,54.968716,180.5517,148.45201,0.3639765,-4.1931725
188,test,210.98355,153.42393,69.494484,51.351635,174.99727,138.57478,0.36099768,-4.1975307
189,training,206.12968,150.44925,66.36963,49.10997,171.49738,132.42703,0.35951132,-4.1934056
190,test,210.15393,152.93349,69.06546,51.036636,174.42741,137.65518,0.36089072,-4.1915255
191,training,208.37654,151.92448,67.88937,50.17935,173.22873,135.25098,0.36029378,-4.1944685
192,test,212.54094,154.25009,70.46681,51.984543,176.02739,140.28935,0.36143953,-4.1990404
193,validation,211.70653,153.92017,70.21068,51.875088,175.67891,139.81636,0.36162797,-4.185735
194,test,213.3601,154.61662,70.73276,52.089844,176.53285,140.72502,0.36167654,-4.20992
195,test,203.74783,149.06482,64.8485,47.883053,169.82217,129.04878,0.35829175,-4.2048855
196,test,206.5462,150.69241,66.65311,49.316204,171.79591,132.64638,0.35967767,-4.1906037
197,test,211.57019,153.8573,70.10132,51.832558,175.6361,139.61734,0.3614821,-4.188142
198,training,208.81625,152.0592,67.90548,50.23501,173.58652,135.57816,0.360706,-4.196092
199,test,206.51064,150.59871,66.3654,49.020226,171.65521,132.05249,0.3587186,-4.2190123
200,training,205.38077,149.9852,65.588646,48.551373,170.87901,130.82414,0.35907876,-4.205784
201,training,206.0479,150.37178,66.05905,48.782845,171.34406,131.61041,0.35871056,-4.218008
202,validation,216.38692,156.5048,72.86752,53.741043,178.83272,145.12456,0.36281133,-4.202906
203,test,213.10587,154.66624,70.79073,52.218285,176.44202,140.83174,0.3614983,-4.209079
204,training,209.37364,152.40195,68.1818,50.343616,173.88933,135.89148,0.36017486,-4.212668
205,test,206.86554,150.87213,66.8249,49.348022,172.01057,132.96658,0.35955408,-4.2004666
206,training,202.2051,148.04218,63.613796,47.10025,168.75496,126.7862,0.3576678,-4.209593
207,test,213.79218,155.05,71.189896,52.525703,176.99396,141.77943,0.3618147,-4.2091947
208,validation,212.9801,154.43373,70.6204,52.038536,176.3438,140.44408,0.3614485,-4.2064695
209,training,203.66473,148.94908,64.537476,47.842144,169.78383,128.93927,0.35870588,-4.19987
210,test,214.16707,155.18147,71.2696,52.50172,177.15305,141.893,0.36191365,-4.211248
211,test,203.61499,148.85367,64.33592,47.61501,169.74945,128.39359,0.35858744,-4.209571
212,validation,202.10368,147.94801,63.458862,46.975567,168.67009,126.586975,0.35778707,-4.208382
213,test,204.5547,149.53113,65.15363,48.26187,170.52493,130.16193,0.35908028,-4.1993093
214,test,200.1729,146.71758,62.119934,45.954006,167.16998,123.68045,0.3565373,-4.2225275
215,validation,202.49881,148.21587,63.821686,47.161953,168.9,127.0187,0.35808626,-4.2083354
216,test,203.2095,148.75798,64.52152,47.677017,169.57684,128.37532,0.3586304,-4.1973605
217,training,209.4228,152.35492,68.112,50.263714,173.8068,135.50574,0.3600501,-4.2215133
218,test,203.48543,148.93767,64.656746,47.824223,169.73444,128.82965,0.35883695,-4.1933527
219,training,203.97131,148.99745,64.57518,47.70126,169.76556,128.69386,0.35790014,-4.2231116
220,validation,203.85646,149.12878,64.84165,47.888554,169.9607,129.09618,0.35833734,-4.2084165
221,test,203.1858,148.66814,64.06138,47.35205,169.38692,127.74011,0.3581683,-4.215855
222,test,207.87404,151.6026,67.52344,49.988888,172.90463,134.75659,0.36047143,-4.1891317
223,training,204.77646,149.57167,65.02254,48.06547,170.47649,129.7861,0.35877055,-4.21522
224,training,201.18666,147.38342,62.733574,46.371513,167.87436,125.03701,0.3569907,-4.2225194
225,test,198.31546,145.60596,60.82736,45.054005,165.75987,121.26077,0.35555723,-4.2326736
226,test,201.4697,147.49097,62.95115,46.55283,168.07358,125.483696,0.35697508,-4.2210016
227,test,201.58846,147.61574,62.865086,46.41278,168.04774,125.276634,0.3570206,-4.2315297
228,training,202.76266,148.33374,63.761074,47.187675,169.11955,127.189445,0.35821965,-4.212672
229,training,202.70015,148.2483,63.550533,47.014572,169.08751,126.88819,0.35772926,-4.226511
230,validation,198.17897,145.5335,60.95184,45.102795,165.80124,121.447365,0.3560485,-4.217227
231,test,207.1874,151.00377,66.65501,49.227074,172.23053,132.8606,0.3596045,-4.2135434
232,test,202.12228,147.87996,63.27473,46.766457,168.5309,126.155426,0.35756642,-4.2208476
233,test,198.84785,145.9751,61.178284,45.259026,166.3175,121.90868,0.3564558,-4.225202
234,training,197.13287,144.89317,60.0612,44.48216,164.91617,119.671005,0.3551947,-4.2328773
235,test,197.19188,144.88086,60.25749,44.529713,164.99846,119.92698,0.35541934,-4.223424
236,validation,198.00981,145.51509,60.71326,44.91964,165.64474,120.89033,0.3560446,-4.2260146
237,test,196.71306,144.61446,59.631428,44.08694,164.62906,118.81121,0.3551274,-4.2388964
238,test,198.2688,145.7198,60.918724,45.09134,165.91905,121.33073,0.35634002,-4.221592
239,test,195.61783,143.9532,58.757286,43.475307,163.81976,117.16447,0.35459632,-4.248381
240,test,195.3741,143.80147,58.679447,43.42844,163.61182,116.97664,0.35464957,-4.242104
241,validation,194.83524,143.48071,58.671047,43.41052,163.19531,116.832375,0.35432503,-4.232241
242,test,199.57559,146.43315,61.9105,45.799812,166.75386,123.079575,0.3564753,-4.214649
243,test,201.66765,147.65822,63.1407,46.6869,168.13394,125.7846,0.35689136,-4.222603
244,test,200.62129,147.01944,62.48755,46.213623,167.42429,124.30256,0.3563916,-4.2275968
245,training,198.47983,145.724,61.113075,45.245388,165.92546,121.7121,0.35598394,-4.2204905
246,test,199.52972,146.4261,61.927303,45.806133,166.70143,123.27314,0.35639036,-4.2155414
247,training,199.60524,146.48886,61.831768,45.75508,166.74649,123.147575,0.35628277,-4.225665
248,test,199.57976,146.4588,61.880005,45.756897,166.7488,123.171684,0.35644728,-4.21853
249,test,193.09036,142.37463,57.274036,42.326313,161.86111,114.008606,0.35314128,-4.251826
250,test,200.38403,146.9558,62.422707,46.108425,167.34392,124.15888,0.35668042,-4.219495
251,test,201.83273,147.81728,63.402603,46.81921,168.31654,126.26816,0.35736832,-4.214288
252,test,200.66966,147.12173,62.641827,46.336597,167.52956,124.78148,0.3569277,-4.2151556
253,test,199.50446,146.41888,62.011536,45.82726,166.6693,123.38033,0.35663572,-4.2107267
254,test,200.3037,146.99808,62.50382,46.23658,167.32573,124.4013,0.3568309,-4.2164264
255,validation,201.5577,147.728,63.26161,46.851776,168.24274,125.9813,0.35731533,-4.2127314
256,validation,202.51366,148.18607,63.732143,47.151634,168.80583,126.969475,0.3571706,-4.2227426
257,training,201.03824,147.31358,62.93289,46.517,167.84183,125.25275,0.35703316,-4.2117887
258,test,201.73804,147.75612,63.36077,46.8245,168.28426,125.94173,0.35713056,-4.2161674
259,test,200.43306,146.88725,62.31607,46.09328,167.28906,124.152504,0.35642797,-4.227102
260,test,201.27376,147.53508,63.07473,46.66412,167.96777,125.666885,0.35729787,-4.210192
261,test,201.11058,147.39146,63.039375,46.61722,167.86057,125.39103,0.3571991,-4.2087555
262,training,198.34155,145.7201,61.266747,45.295868,165.82709,121.92207,0.3562679,-4.2087717
263,test,202.17336,148.03821,63.623676,46.977222,168.60992,126.68025,0.35726938,-4.2203054
264,test,201.44493,147.55249,63.09476,46.72447,168.09456,125.84006,0.35717973,-4.2127876
265,test,202.03549,147.9133,63.41745,46.857906,168.47293,126.21616,0.35691747,-4.225585
266,test,202.97577,148.51903,64.264046,47.492683,169.17184,127.83083,0.3577973,-4.20733
267,training,202.95563,148.52196,64.05869,47.400684,169.2397,127.51244,0.35760313,-4.2168984
268,training,199.81218,146.52791,61.829266,45.725784,166.8881,123.06872,0.3560121,-4.233464
269,test,201.73315,147.76352,63.309845,46.84095,168.23003,126.07567,0.35710967,-4.2210155
270,training,201.50723,147.59082,63.10827,46.699844,168.09386,125.78145,0.3573466,-4.212498
271,training,201.08366,147.33463,62.856518,46.541527,167.79526,125.24023,0.35696968,-4.217399
272,validation,200.51024,147.07289,62.511337,46.29226,167.39764,124.55642,0.3568141,-4.219077
273,test,203.34128,148.7458,64.380165,47.66535,169.43405,128.29422,0.3580547,-4.2069106
274,validation,204.27052,149.26863,64.94636,48.00217,170.1134,129.26837,0.35833612,-4.2109914
275,training,201.6762,147.80629,63.368576,46.87351,168.32314,126.20944,0.35737625,-4.2122064
276,test,203.70683,148.87202,64.32256,47.556908,169.74042,128.36223,0.35800156,-4.222113
277,test,202.5773,148.30292,63.777466,47.132412,169.00879,127.200264,0.35778978,-4.216574
278,test,200.11047,146.8081,62.266193,46.05131,167.1436,124.10078,0.35687754,-4.213659
279,test,203.90002,149.0187,64.6985,47.902435,169.87665,129.01758,0.35825557,-4.204491
280,test,201.38358,147.53798,63.04775,46.633087,168.17763,125.699005,0.35753256,-4.207911
281,test,199.99692,146.69664,62.171165,45.977135,167.00943,123.70971,0.35663903,-4.21949
282,test,201.2794,147.54138,63.068195,46.651314,167.99606,125.6681,0.35728556,-4.209874
283,training,205.0109,149.71039,65.49141,48.41303,170.61891,130.37039,0.35860378,-4.208012
284,test,198.87978,146.00273,61.289307,45.350784,166.15497,122.203636,0.35608092,-4.2254143
285,training,200.60619,147.13426,62.65064,46.355423,167.5738,124.7946,0.35733202,-4.206585
286,test,204.02812,149.12108,64.7438,47.832558,169.91005,128.86632,0.35789898,-4.2192016
287,training,202.00072,147.84552,63.461674,46.98547,168.39417,126.456924,0.35759944,-4.2072062
288,test,201.37433,147.4773,62.8383,46.45627,167.99089,125.090256,0.3567143,-4.2323093
289,test,203.91513,149.03778,64.66297,47.784016,169.86577,128.73442,0.35780308,-4.2214484
290,test,203.15068,148.61488,64.265656,47.484596,169.25905,127.92017,0.3577359,-4.2139378
291,test,198.40175,145.71373,61.12241,45.173683,165.86473,121.546555,0.35587397,-4.224695
292,training,199.04442,146.04276,61.413204,45.41504,166.35646,122.36526,0.35652283,-4.2177305
293,test,199.86588,146.57788,61.91569,45.806885,166.9187,123.42625,0.35627028,-4.227518
294,test,203.759,148.93623,64.48285,47.629128,169.64705,128.44545,0.35760185,-4.225266
295,test,201.21501,147.46368,62.973244,46.580196,167.94121,125.52363,0.3575231,-4.209122
296,test,203.07585,148.51778,64.024765,47.3331,169.18106,127.66438,0.35750425,-4.222329
297,test,201.0885,147.3625,62.81116,46.459713,167.83743,125.11558,0.35697463,-4.2197495
298,test,200.61186,147.03134,62.437958,46.11266,167.4924,124.42093,0.3572399,-4.2142277
