index,set_type,c11,c12,c44,G,B,E_VRH,nu,Cohesive_energy
20,training,234.3148803710938,146.6681060791016,110.9276962280273,77.23413848876953,176.8103332519531,202.4252014160156,0.313057154417038,-4.444830894470215
21,training,237.4345245361328,147.8773803710938,109.1281509399414,76.81456756591797,178.5091552734375,201.8336639404297,0.315000057220459,-4.492828369140625
22,test,233.2180786132812,147.8277130126953,107.3802490234375,74.99846649169922,177.5045013427734,197.1102600097656,0.3169067203998566,-4.449687480926514
23,validation,234.4011688232422,147.7962341308594,111.2547912597656,77.0757827758789,177.7898101806641,202.1509552001953,0.3132659494876862,-4.435824871063232
24,training,230.360107421875,146.4844512939453,106.720085144043,74.0350570678711,175.4141235351562,194.8762054443359,0.3175932765007019,-4.392499923706055
25,training,232.4150695800781,148.0589294433594,107.8132553100586,74.81182098388672,177.3094024658203,196.8563537597656,0.3168237805366516,-4.430353164672852
26,training,232.657470703125,147.7254791259766,107.8530349731445,75.04632568359375,177.2736053466797,197.5229339599609,0.3165517151355743,-4.414053916931152
27,test,234.4915466308594,147.2296752929688,109.0109939575195,76.22399139404297,177.3259582519531,200.1990814208984,0.314725399017334,-4.453896045684814
28,training,228.9357299804688,145.9270782470703,106.2687530517578,73.52637481689453,174.7936859130859,193.7835845947266,0.3175488114356995,-4.356009483337402
29,test,225.8726654052734,145.2364196777344,105.158561706543,72.22208404541016,173.2170867919922,190.5200500488281,0.3187110424041748,-4.310977458953857
30,validation,229.1478118896484,145.5710144042969,106.2354583740234,73.70479583740234,174.5542297363281,194.1118774414062,0.3179691731929779,-4.360765933990479
31,validation,226.1459655761719,145.2013854980469,107.1958999633789,73.30516052246094,173.3584899902344,193.0985412597656,0.316581130027771,-4.312153816223145
32,training,231.0694732666016,145.955078125,107.9122848510742,75.02577209472656,175.5312957763672,197.0856781005859,0.3158710896968842,-4.373093128204346
33,validation,224.7872467041016,144.6396484375,103.9662628173828,71.50824737548828,172.4681091308594,188.7874298095703,0.3198762834072113,-4.316126346588135
34,test,227.9939880371094,146.2672271728516,107.3293380737305,73.66626739501953,174.6259918212891,194.0762634277344,0.3170161247253418,-4.339768886566162
35,training,228.7840881347656,145.7261505126953,105.3974609375,73.09585571289062,174.4316864013672,192.8622283935547,0.3181959986686707,-4.381949901580811
36,training,225.4738006591797,144.1559753417969,105.2056045532227,72.50920104980469,172.4704132080078,191.0997924804688,0.3179749548435211,-4.290894508361816
37,test,228.7973175048828,146.7634429931641,105.0141067504883,72.72764587402344,175.4798431396484,191.9605865478516,0.3198025524616241,-4.416612148284912
38,training,235.4315948486328,148.1622924804688,110.6081848144531,77.01651763916016,178.3654479980469,202.2905120849609,0.3142618238925934,-4.428193092346191
39,validation,228.6975708007812,145.8032073974609,104.3002090454102,72.5218276977539,174.6095581054688,191.2273101806641,0.3197492063045502,-4.374279975891113
40,training,219.7662353515625,143.0442047119141,102.2694702148438,69.69528198242188,169.5548095703125,183.9135589599609,0.3215763568878174,-4.226747989654541
41,training,218.7843170166016,142.6131286621094,102.1483459472656,69.48808288574219,168.9591064453125,183.5453796386719,0.3215503096580505,-4.201258182525635
42,training,224.7780914306641,143.3854827880859,103.6960296630859,71.75674438476562,171.6741943359375,189.2772979736328,0.3193414509296417,-4.276074886322021
43,training,225.1588287353516,143.8962249755859,105.6919555664062,72.60786437988281,171.8612823486328,191.4322204589844,0.3178756237030029,-4.287649631500244
44,training,221.9322357177734,143.7465362548828,102.7037353515625,70.2632827758789,170.9660339355469,185.6784210205078,0.3209750652313232,-4.251514911651611
45,training,217.8898620605469,142.1121368408203,100.7705078125,68.60377502441406,168.3648834228516,181.5502319335938,0.3223467171192169,-4.209636688232422
46,test,216.0307159423828,141.9614715576172,98.85020446777344,66.99401092529297,167.6083831787109,177.7654571533203,0.3252898454666138,-4.175240516662598
47,training,222.3105926513672,143.3518371582031,104.8647155761719,71.52374267578125,170.6607055664062,188.9123840332031,0.3180449604988098,-4.270886898040771
48,training,221.4211883544922,143.8977966308594,101.9656066894531,69.75303649902344,170.8961944580078,184.1968841552734,0.3221478164196014,-4.239953517913818
49,validation,221.9486389160156,142.9650421142578,102.0925827026367,70.18866729736328,170.2959289550781,185.5157928466797,0.3211516439914703,-4.240288734436035
50,test,225.7458343505859,143.6863861083984,105.2721786499023,72.66398620605469,172.0955963134766,191.6563873291016,0.3176634013652802,-4.300015926361084
51,training,225.2175750732422,143.7574615478516,103.7455291748047,71.71605682373047,171.9734191894531,189.2893371582031,0.3192400336265564,-4.295572757720947
52,training,221.7167510986328,142.8260192871094,102.868782043457,70.52455139160156,170.2253723144531,186.215576171875,0.32026207447052,-4.247039318084717
53,test,221.4210205078125,142.6284484863281,103.4696731567383,70.75851440429688,169.9307403564453,186.8994293212891,0.3196512162685394,-4.238241195678711
54,training,220.8610992431641,142.5804901123047,99.59625244140625,68.86559295654297,169.7099914550781,182.116943359375,0.3242236375808716,-4.231854438781738
55,training,215.2011871337891,141.4106292724609,98.42525482177734,66.90106964111328,167.0761566162109,177.5045776367188,0.3258664906024933,-4.112764835357666
56,test,216.7487335205078,142.1018524169922,100.2249755859375,67.92721557617188,168.0767974853516,179.7205047607422,0.3231789767742157,-4.190604686737061
57,test,217.9210968017578,141.5925598144531,101.5630722045898,69.15147399902344,167.9951629638672,182.9804840087891,0.3213607668876648,-4.176566600799561
58,training,220.4133911132812,142.3229370117188,103.3235015869141,70.46195983886719,169.1880340576172,186.0163421630859,0.3202057480812073,-4.224333763122559
59,training,211.9402465820312,141.2461700439453,97.10838317871094,65.31438446044922,165.7933349609375,173.3093566894531,0.3265587985515594,-4.129542350769043
60,training,220.2025299072266,143.0208740234375,101.9322738647461,69.55011749267578,169.8418731689453,183.5033721923828,0.3222267925739288,-4.265117645263672
61,training,215.1170043945312,141.2296295166016,99.51634979248047,67.35649108886719,166.7949523925781,178.1970977783203,0.3237893879413605,-4.168321132659912
62,training,217.6441040039062,141.6143035888672,101.9209136962891,69.18272399902344,167.9277191162109,182.8769073486328,0.3213925361633301,-4.185960292816162
63,validation,210.3833923339844,140.1734924316406,96.28763580322266,64.81927490234375,164.5904083251953,171.8312377929688,0.3277551829814911,-4.076759815216064
64,training,223.8537445068359,143.4422912597656,105.5530700683594,72.30375671386719,171.3078460693359,190.7564392089844,0.3177549540996552,-4.264396667480469
65,validation,212.8400421142578,140.6736145019531,98.38480377197266,66.36524200439453,165.7659301757812,175.7955627441406,0.3250588774681091,-4.112114429473877
66,validation,218.7795867919922,142.1735382080078,103.2385177612305,70.06108093261719,168.7487030029297,185.1324462890625,0.31999671459198,-4.184243202209473
67,validation,218.598876953125,141.6915893554688,101.3696441650391,69.11211395263672,168.3175659179688,182.8287658691406,0.3219975233078003,-4.200984954833984
68,test,215.6121215820312,141.6541442871094,100.1638259887695,67.65339660644531,167.2682800292969,178.9443664550781,0.323345422744751,-4.179938793182373
69,training,216.6136779785156,141.6523284912109,99.47635650634766,67.58727264404297,167.4574432373047,178.9019927978516,0.3245009779930115,-4.209142684936523
70,training,209.7873077392578,138.812744140625,97.33222961425781,65.55401611328125,163.3907012939453,173.8206176757812,0.3251536190509796,-4.064667701721191
71,training,212.6988372802734,140.2507934570312,97.46427154541016,65.99858856201172,165.3704376220703,174.7825469970703,0.3262067437171936,-4.111464023590088
72,training,212.4630279541016,140.6889953613281,98.7868881225586,66.46539306640625,165.6920776367188,176.1648864746094,0.3251006901264191,-4.095852375030518
73,test,210.7744140625,140.2435150146484,96.88191986083984,65.31307983398438,164.7583465576172,173.2380676269531,0.327057421207428,-4.065127372741699
74,training,211.8904876708984,139.6089477539062,97.99018859863281,66.19730377197266,164.5698547363281,175.6558837890625,0.3241244554519653,-4.111815929412842
75,training,214.3566589355469,139.7123565673828,99.9201889038086,67.75867462158203,165.5906829833984,179.5821228027344,0.3221803307533264,-4.114641666412354
76,test,210.8658142089844,139.9293518066406,97.9865493774414,65.84236145019531,164.5805053710938,174.3958740234375,0.3251057267189026,-4.096418857574463
77,training,208.5992126464844,138.4493560791016,96.67060852050781,64.94464111328125,162.6448364257812,172.2259979248047,0.326131284236908,-4.045601844787598
78,validation,210.2428894042969,139.668212890625,98.7778091430664,66.16441345214844,164.1204376220703,175.2939453125,0.3242413401603699,-4.073851585388184
79,test,209.2597351074219,138.5285186767578,95.40314483642578,64.3848648071289,163.0118713378906,171.1702117919922,0.3274543583393097,-4.063794612884521
80,training,213.0537261962891,140.5769653320312,99.50041198730469,66.92437744140625,165.7596588134766,177.1869049072266,0.3239330053329468,-4.153947830200195
81,test,207.9246368408203,137.5135955810547,96.2772445678711,64.7540512084961,161.9027099609375,171.9084625244141,0.3258640766143799,-4.050056457519531
82,training,213.0787811279297,140.6763000488281,99.58158874511719,67.08454895019531,165.77294921875,177.6031646728516,0.3235166966915131,-4.117679119110107
83,training,209.2186737060547,138.9988403320312,96.75038146972656,65.01394653320312,163.3235473632812,172.1718597412109,0.3259504735469818,-4.087340354919434
84,training,203.2985534667969,136.5804595947266,93.81977081298828,62.51986694335938,159.5156707763672,166.0589752197266,0.3287524878978729,-3.967115163803101
85,training,205.4109497070312,137.3152313232422,95.69195556640625,63.8690299987793,160.7336730957031,169.4267425537109,0.327044665813446,-3.982448577880859
86,validation,209.4571075439453,138.5086517333984,97.1340560913086,65.18831634521484,163.1070556640625,173.1653442382812,0.3255138397216797,-4.069417476654053
87,training,205.1060943603516,137.1084594726562,94.12091827392578,63.16640472412109,160.4961395263672,167.9632873535156,0.327671080827713,-3.984081983566284
88,training,207.0514221191406,137.2226257324219,95.5017318725586,64.1702880859375,161.4635009765625,170.5029144287109,0.3267923593521118,-4.007526397705078
89,test,211.7351989746094,139.0575256347656,97.15888214111328,65.85191345214844,164.3300628662109,174.8814849853516,0.3256438076496124,-4.078107833862305
90,training,204.2626342773438,136.7794647216797,93.62921905517578,62.58872604370117,160.0125427246094,166.3550567626953,0.3287418782711029,-3.999006986618042
91,test,208.5984954833984,139.0077056884766,96.82471466064453,64.84166717529297,163.0966796875,171.7473754882812,0.3264090418815613,-4.05970287322998
92,test,208.6840057373047,138.6396331787109,96.25977325439453,64.79137420654297,162.9356079101562,171.8850555419922,0.3267894387245178,-4.035190582275391
93,training,207.4846649169922,138.666015625,96.28446960449219,64.51690673828125,162.4469757080078,170.9555053710938,0.3271555602550507,-4.01728343963623
94,training,208.4512023925781,139.3531188964844,94.83329010009766,63.70245361328125,163.3521575927734,169.1302642822266,0.3290963768959045,-4.053782939910889
95,training,202.1379241943359,135.0716247558594,93.75869750976562,62.73231506347656,158.075927734375,166.5015258789062,0.3278094232082367,-3.904867172241211
96,validation,203.1923828125,136.7382965087891,94.01095581054688,62.68158721923828,159.6040802001953,166.4554901123047,0.3285394608974457,-3.95254373550415
97,training,200.9523162841797,135.7265167236328,92.04750061035156,61.32744979858398,158.1510467529297,162.7969055175781,0.3301887810230255,-3.948237419128418
98,test,200.1425323486328,135.1811218261719,91.32305145263672,60.99200439453125,157.4810943603516,162.1628570556641,0.3305366933345795,-3.900162696838379
99,training,207.3852233886719,137.3760070800781,97.18917846679688,65.05049896240234,161.6302947998047,172.6028594970703,0.3251709938049316,-4.009299755096436
100,training,203.6674499511719,136.2122802734375,94.46821594238281,63.0656852722168,159.4138336181641,167.3405914306641,0.3279052972793579,-3.956368446350098
101,training,199.1485443115234,134.0018768310547,91.31354522705078,60.83902740478516,156.2688903808594,161.7270660400391,0.3305171728134155,-3.88440728187561
102,training,200.8600769042969,134.6334533691406,92.96256256103516,62.04591751098633,157.4922180175781,164.8600769042969,0.3287975490093231,-3.893006086349487
103,test,203.2558898925781,135.7412261962891,93.39523315429688,62.50622177124023,159.0210418701172,166.1321868896484,0.3288088738918304,-3.967634439468384
104,test,202.3550872802734,135.6371154785156,93.1998291015625,62.19524002075195,158.6205749511719,165.1626739501953,0.3291918933391571,-3.954934120178223
105,training,194.6259002685547,132.00830078125,88.08453369140625,58.70815658569336,153.55517578125,156.220947265625,0.3325651586055756,-3.813925743103027
106,training,197.8161773681641,133.3499755859375,90.4393539428711,60.44847106933594,155.5230255126953,160.6611938476562,0.3308295607566833,-3.84222412109375
107,test,200.3907165527344,134.8058166503906,93.36109161376953,62.02970123291016,157.2503967285156,164.6728210449219,0.3285215198993683,-3.911128997802734
108,training,194.4210357666016,132.3404388427734,87.00274658203125,58.01316833496094,153.802734375,154.4633941650391,0.3339428305625916,-3.813598155975342
109,validation,197.8386688232422,133.4271850585938,89.92311096191406,59.93096542358398,155.4683380126953,159.4367218017578,0.3318452537059784,-3.871200084686279
110,training,194.0823059082031,131.7167358398438,87.97840118408203,58.44913482666016,153.0612182617188,155.5439453125,0.3329398036003113,-3.81018328666687
111,training,197.5044860839844,132.8423156738281,90.5483169555664,60.53779602050781,154.8998107910156,160.769287109375,0.3307684361934662,-3.814449310302734
112,training,195.9049377441406,131.8828125,89.79790496826172,59.92562103271484,153.7949829101562,159.2110137939453,0.3305951654911041,-3.808632373809814
113,test,197.1709289550781,132.4280395507812,91.38806915283203,60.87991714477539,154.6037750244141,161.7194519042969,0.3296915590763092,-3.803181409835815
114,training,188.9702758789062,127.7940673828125,83.79521942138672,56.21781158447266,148.8893737792969,149.6302337646484,0.3355845808982849,-3.675219535827637
115,test,190.7627716064453,129.7099914550781,85.10609436035156,56.76961135864258,150.8038787841797,151.0555267333984,0.3350777924060822,-3.725754499435425
116,test,192.0090026855469,129.6929168701172,87.05058288574219,58.14510726928711,151.1199493408203,154.7235717773438,0.3326410353183746,-3.732869863510132
117,training,196.7822418212891,131.7923431396484,90.09630584716797,60.29014587402344,154.1121520996094,160.5138854980469,0.3305211365222931,-3.808077812194824
118,training,195.2674407958984,130.8102111816406,90.17449951171875,60.34438323974609,152.8842315673828,160.2145080566406,0.3296168148517609,-3.769927978515625
119,test,189.5456848144531,128.5680236816406,84.44048309326172,56.43869018554688,149.6456604003906,150.2654724121094,0.3349388539791107,-3.699777841567993
120,training,191.1048583984375,128.5250854492188,87.15792083740234,58.26945877075195,149.9633483886719,154.7905578613281,0.3323349952697754,-3.686411619186401
121,test,183.8360137939453,125.185188293457,79.32827758789062,53.2143669128418,145.5910339355469,142.0109252929688,0.340430736541748,-3.585516214370728
122,training,184.8298034667969,125.4005737304688,80.76017761230469,54.1668815612793,146.0717468261719,144.2706909179688,0.3386598825454712,-3.586384296417236
123,training,255.5583801269531,156.2603149414062,113.1229782104492,82.06917572021484,190.6994934082031,214.9279632568359,0.3145902752876282,-4.754004955291748
124,training,241.3347320556641,152.6475524902344,102.643196105957,73.86306762695312,183.6310729980469,195.0992279052734,0.3242238461971283,-4.610150337219238
125,training,241.6433258056641,154.2356872558594,100.53173828125,72.33109283447266,184.6785125732422,191.4859924316406,0.326921284198761,-4.679037570953369
126,training,225.5460662841797,149.9769439697266,89.378173828125,63.24262237548828,176.5765380859375,169.4371490478516,0.3397952318191528,-4.446755886077881
127,training,227.203125,151.1574859619141,87.72567749023438,62.60697937011719,177.8015594482422,167.9385223388672,0.3425140678882599,-4.428155422210693
128,training,227.2660980224609,151.181396484375,87.74964904785156,62.63189697265625,177.8381500244141,167.9967346191406,0.3424899578094482,-4.429174423217773
129,training,227.6529541015625,152.2642364501953,87.54303741455078,62.47829055786133,179.0212860107422,167.2432098388672,0.3443812429904938,-4.444260120391846
130,training,227.0799560546875,151.4002227783203,87.73580932617188,62.384033203125,177.9124298095703,167.483154296875,0.3439030647277832,-4.474009990692139
131,training,218.0255584716797,147.8291320800781,82.57657623291016,58.34756469726562,172.3893585205078,157.4764709472656,0.3474764823913574,-4.318506717681885
132,training,239.7870941162109,153.705078125,98.28182220458984,70.76945495605469,183.8622283935547,187.9521331787109,0.3298978805541992,-4.618207454681396
133,training,221.2466735839844,147.0865020751953,88.34828186035156,62.19401931762695,173.0027160644531,166.5313262939453,0.3391330540180206,-4.378466606140137
134,training,212.9850769042969,146.4901580810547,82.86468505859375,57.17575454711914,170.0077972412109,154.1737823486328,0.349828839302063,-4.266570568084717
135,training,212.5715789794922,145.2845611572266,83.0233383178711,57.54337310791016,168.9900970458984,154.7627258300781,0.3467357158660889,-4.230318546295166
136,training,216.4535827636719,147.4659729003906,83.31637573242188,58.31681442260742,171.8722686767578,157.0215454101562,0.3469143807888031,-4.296431064605713
137,validation,214.8199920654297,145.8306427001953,82.77378845214844,58.0107421875,170.1909637451172,155.7315826416016,0.3469720482826233,-4.288792610168457
138,training,219.3079528808594,146.9808959960938,87.342529296875,61.4063606262207,172.6355590820312,164.3615570068359,0.3406881988048553,-4.359233379364014
139,validation,203.2119140625,143.1448974609375,73.67568969726562,50.84324645996094,164.4748077392578,138.0536193847656,0.3592827916145325,-4.106053352355957
140,training,237.1524353027344,155.9619140625,92.66568756103516,66.40229034423828,184.6658935546875,177.1058502197266,0.3391444981098175,-4.679020404815674
141,training,205.4194488525391,145.6236114501953,71.42496490478516,49.57654571533203,166.9640808105469,135.2305450439453,0.364776074886322,-4.141232490539551
142,training,210.2893524169922,146.8739776611328,78.89705657958984,54.04489135742188,169.263427734375,146.5388946533203,0.3552342653274536,-4.248118877410889
143,training,204.5970916748047,145.8220367431641,70.76727294921875,48.70833969116211,166.5799560546875,133.1902770996094,0.366212010383606,-4.151419162750244
144,test,229.1367950439453,153.0655822753906,89.35648345947266,63.55319213867188,180.0389709472656,170.0292053222656,0.3430887758731842,-4.515016555786133
145,test,210.6577301025391,141.942138671875,84.23625183105469,58.37722015380859,165.9656219482422,156.8351135253906,0.3432115614414215,-4.190104484558105
146,training,205.942626953125,145.5048675537109,72.05359649658203,49.64615631103516,166.8699188232422,135.3640747070312,0.3648459911346436,-4.181565284729004
147,test,202.5513458251953,143.9955902099609,73.03412628173828,50.04550170898438,164.4401245117188,136.4050903320312,0.3619168400764465,-4.060451030731201
148,test,216.8214721679688,149.1342315673828,82.833740234375,57.52283096313477,172.87744140625,155.3475494384766,0.3505951762199402,-4.317393779754639
149,test,206.0926361083984,145.6514282226562,74.24713134765625,51.1537971496582,166.6888427734375,139.0947418212891,0.3605793416500092,-4.13029670715332
150,training,198.9834747314453,144.4978790283203,67.6607894897461,45.90520858764648,163.7935791015625,126.3277053833008,0.3718380630016327,-4.049930095672607
151,training,202.9194030761719,145.798583984375,69.24688720703125,47.70266342163086,166.1463623046875,130.5097503662109,0.3678098320960999,-4.105301856994629
152,training,198.2730712890625,143.7971496582031,68.23739624023438,46.2802848815918,163.0586395263672,127.1957778930664,0.3701254427433014,-4.011246681213379
153,test,208.4958648681641,145.4593963623047,78.24443817138672,53.68738555908203,167.6478881835938,145.7062377929688,0.3552227318286896,-4.216135501861572
154,training,202.3424530029297,145.9516143798828,69.35779571533203,47.52145385742188,166.0298309326172,130.5613861083984,0.367872565984726,-4.102296352386475
155,test,214.5103759765625,146.3680267333984,81.56259155273438,57.1462287902832,170.3763427734375,154.3174591064453,0.3492509424686432,-4.225559234619141
156,training,197.2859191894531,143.2750701904297,66.31149291992188,45.32275772094727,162.4545745849609,124.1115951538086,0.3720255196094513,-3.981539011001587
157,test,229.9428558349609,160.9973907470703,77.81857299804688,55.56575393676758,185.6964569091797,150.8593139648438,0.365138828754425,-4.544662952423096
158,training,198.2063751220703,144.8321380615234,67.0359878540039,45.61978912353516,163.7434234619141,125.3701400756836,0.3719941973686218,-4.013595581054688
159,training,197.5547790527344,141.4207000732422,69.58758544921875,47.39688491821289,161.2626953125,129.3386840820312,0.3672296702861786,-3.971772909164429
160,test,187.8539581298828,139.5351715087891,59.16719818115234,39.99603652954102,156.7509460449219,110.3258514404297,0.3821609616279602,-3.837170362472534
161,training,191.5420074462891,139.4998168945312,64.13601684570312,43.30815124511719,158.2303161621094,119.4366455078125,0.3719067573547363,-3.963271617889404
162,training,194.9477386474609,143.1778869628906,64.96985626220703,43.97861480712891,161.4616088867188,121.6983032226562,0.3735077679157257,-3.979918718338013
163,training,187.9527893066406,139.3388366699219,57.44284439086914,38.92475128173828,156.3822174072266,107.6258392333984,0.3845297396183014,-3.860238075256348
164,test,231.9217071533203,154.1088714599609,90.1268081665039,64.34353637695312,181.5279846191406,172.4878234863281,0.3427066206932068,-4.532276153564453
165,training,194.2949371337891,140.1432037353516,66.45951843261719,45.49425506591797,159.4005432128906,124.147102355957,0.3704816997051239,-3.918030261993408
166,training,191.3218078613281,138.6943359375,65.10137939453125,44.35906982421875,157.2742004394531,121.0689086914062,0.3693197667598724,-3.939377784729004
167,training,184.6502227783203,142.2197875976562,49.36771774291992,33.0997428894043,157.1566925048828,93.71070098876953,0.3998038470745087,-3.787975549697876
168,validation,190.3468017578125,138.7745208740234,64.96684265136719,43.59333419799805,156.9167022705078,119.7842254638672,0.3722487688064575,-3.932177782058716
169,training,190.5065155029297,140.1354064941406,61.23967742919922,41.64548873901367,158.1996459960938,114.5271224975586,0.3773107528686523,-3.922982454299927
170,training,193.1355133056641,140.4882507324219,64.96644592285156,44.63239669799805,159.1667327880859,122.4625473022461,0.3706385493278503,-3.866381645202637
171,training,195.6809387207031,141.1366882324219,66.72498321533203,45.42310333251953,160.3712463378906,124.3168487548828,0.3691506087779999,-3.994768619537354
172,training,192.1126098632812,140.1485748291016,63.95365142822266,43.58770751953125,158.5791931152344,119.7054290771484,0.3733177185058594,-3.894158363342285
173,training,193.3115539550781,141.4174957275391,62.49693298339844,42.54935455322266,159.9059295654297,117.0344161987305,0.3758318424224854,-3.996497631072998
174,training,188.1665802001953,138.2618255615234,62.56260681152344,42.08510208129883,156.0874328613281,115.4466323852539,0.3763704299926758,-3.842561006546021
175,test,187.3590087890625,140.7821044921875,56.06760406494141,37.55701065063477,157.1812744140625,104.4030609130859,0.3886555135250092,-3.856286525726318
176,test,206.5989532470703,143.7864685058594,76.69482421875,52.78004455566406,165.9453887939453,143.6285400390625,0.3555916845798492,-4.15653133392334
177,training,186.6601257324219,137.5778045654297,59.14667129516602,39.97274398803711,154.7240447998047,110.3419952392578,0.3802287578582764,-3.82240891456604
178,training,188.3268432617188,139.9789733886719,59.62634658813477,40.58134078979492,157.0436401367188,112.0882034301758,0.3799864947795868,-3.816530704498291
179,training,185.171875,135.9264221191406,60.99151611328125,41.41836929321289,153.4604339599609,112.7707824707031,0.3768060505390167,-3.712072372436523
180,training,186.1573486328125,139.0739440917969,57.79132461547852,38.73310852050781,155.7884826660156,107.3649978637695,0.3836947381496429,-3.829963207244873
181,training,187.8526611328125,140.3935394287109,58.1906623840332,39.09920501708984,157.2760772705078,108.2941970825195,0.3831607103347778,-3.883826971054077
182,training,190.2367553710938,144.7397155761719,56.85261917114258,37.82256698608398,160.8942108154297,105.8228759765625,0.3904639482498169,-3.892598628997803
183,training,184.5817565917969,138.089111328125,58.4005012512207,39.01358795166016,154.4613189697266,107.7978134155273,0.3820702731609344,-3.820807456970215
184,test,210.0336303710938,147.6813507080078,74.4295883178711,51.86017608642578,169.7272186279297,140.9992980957031,0.3618495166301727,-4.176999568939209
185,training,189.7743377685547,141.1478881835938,59.739990234375,40.63834762573242,158.3586120605469,112.1947708129883,0.381997674703598,-3.827873468399048
186,test,220.3119812011719,151.2070465087891,80.35232543945312,57.15459060668945,176.0738067626953,154.8465576171875,0.3537063896656036,-4.330018043518066
187,training,192.5526428222656,144.6785278320312,58.95928955078125,39.85366058349609,161.8136291503906,110.2497482299805,0.3854483664035797,-3.960896015167236
188,training,186.3538055419922,138.072021484375,59.85546112060547,40.26952362060547,155.185546875,111.0195617675781,0.3795496821403503,-3.815347671508789
189,training,185.3931121826172,141.2185821533203,52.92316055297852,35.73162078857422,156.6176452636719,99.12875366210938,0.3954019844532013,-3.766561269760132
190,training,181.2501525878906,136.5077362060547,53.32374954223633,35.92699432373047,152.3690032958984,99.35765838623047,0.3890002965927124,-3.746761798858643
191,training,185.0389556884766,139.7337646484375,53.74448394775391,37.02079391479492,155.9640045166016,102.8727111816406,0.3892582058906555,-3.727177619934082
192,training,181.9110107421875,137.8871459960938,52.83969497680664,35.69469833374023,153.5499114990234,99.32083129882812,0.3909384906291962,-3.717991352081299
193,test,172.9644317626953,130.8681030273438,48.66401290893555,33.79394912719727,146.1305236816406,93.44473266601562,0.388795405626297,-3.538487672805786
194,training,183.1744689941406,138.9303588867188,51.88169860839844,35.69916915893555,154.8732299804688,99.71049499511719,0.3892256319522858,-3.743536472320557
195,test,185.1800842285156,137.1961059570312,59.28045272827148,40.15293121337891,154.1648864746094,110.157958984375,0.3807604908943176,-3.722376346588135
196,training,184.8418579101562,137.8699188232422,57.26586532592773,39.04055786132812,154.4329223632812,107.4813079833984,0.3826843798160553,-3.732349157333374
197,training,171.67919921875,130.5763702392578,47.55934524536133,32.18695449829102,145.4122772216797,89.5480728149414,0.3923088610172272,-3.594874858856201
198,training,182.9676818847656,138.13525390625,52.44021987915039,36.25420761108398,154.1609954833984,100.8982391357422,0.3864607214927673,-3.741687059402466
199,validation,180.2239379882812,141.6212463378906,46.73556900024414,31.27296829223633,155.4589385986328,88.04026794433594,0.4037874937057495,-3.689364671707153
