loss,val_loss,lr
8.681852705194615e-06,2.2273126887739636e-05,0.0003
7.981765520526096e-06,2.287716961291153e-05,0.0003
8.488106686854735e-06,2.2725353119312786e-05,0.0003
8.067368071351666e-06,2.2130880097392946e-05,0.0003
8.60052568896208e-06,2.0805347958230413e-05,0.0003
8.06879143055994e-06,2.124764614563901e-05,0.0003
8.412260285695083e-06,2.1962649043416604e-05,0.0003
8.14369832369266e-06,2.2490854462375864e-05,0.0003
7.974049367476255e-06,2.2358031856128946e-05,0.0003
8.322668691107538e-06,2.1202686184551567e-05,0.0003
8.074520337686408e-06,2.1293459212756716e-05,0.0003
7.866568012104835e-06,2.1446618120535277e-05,0.0003
7.87238241173327e-06,2.1351703253458254e-05,0.0003
7.952448868309148e-06,2.2747723050997593e-05,0.0003
7.813907359377481e-06,2.0616862457245588e-05,0.0003
7.937497684906702e-06,2.1099231162224896e-05,0.0003
7.896916940808296e-06,2.1701127479900606e-05,0.0003
8.122298822854646e-06,2.1134945200174116e-05,0.0003
7.724710485490505e-06,2.1076413759146817e-05,0.0003
7.955202818266116e-06,2.1008097974117845e-05,0.0003
7.991985512489919e-06,2.1631261915899813e-05,0.0003
7.618440577061847e-06,2.091224268951919e-05,9e-05
7.724845090706367e-06,2.1598529201583005e-05,9e-05
7.13996087142732e-06,2.1009340343880467e-05,9e-05
7.288602773769526e-06,2.136239163519349e-05,9e-05
7.503284450649517e-06,2.1641810235450976e-05,9e-05
7.4885974754579365e-06,2.138583477062639e-05,9e-05
7.509694114560261e-06,2.161683005397208e-05,9e-05
7.3191845331166405e-06,2.152328670490533e-05,9e-05
7.2035350058285985e-06,2.1103098333696835e-05,9e-05
7.0890391725697555e-06,2.1336350982892327e-05,9e-05
7.274610197782749e-06,2.1407131498563103e-05,9e-05
7.30081410438288e-06,2.1140947865205817e-05,9e-05
7.286640993697802e-06,2.143237361451611e-05,9e-05
7.451153123838594e-06,2.1395801013568416e-05,9e-05
7.092829036992043e-06,2.186781057389453e-05,9e-05
7.438160082529066e-06,2.1290543372742832e-05,9e-05
7.252463092299877e-06,2.1241523427306674e-05,9e-05
7.555759566457709e-06,2.124599450326059e-05,9e-05
7.268484750966309e-06,2.0789702830370516e-05,9e-05
7.635284418938681e-06,2.116605537594296e-05,9e-05
7.488303708669264e-06,2.1020794520154595e-05,9e-05
7.120294412743533e-06,2.1681909856852144e-05,9e-05
7.406222721328959e-06,2.125035462086089e-05,9e-05
7.347313385253074e-06,2.066280649160035e-05,9e-05
7.142387858039001e-06,2.1361358449212275e-05,9e-05
7.079012902977411e-06,2.1520327209145762e-05,9e-05
7.170792741817422e-06,2.129190761479549e-05,9e-05
7.461175300704781e-06,2.093799048452638e-05,9e-05
7.267029104696121e-06,2.177441092499066e-05,9e-05
7.29567409507581e-06,2.1731608285335824e-05,9e-05
7.513615400966955e-06,2.13687580981059e-05,2.7e-05
7.087029644026188e-06,2.1177236703806557e-05,2.7e-05
7.117556378943846e-06,2.12695449590683e-05,2.7e-05
6.936942099855514e-06,2.121560464729555e-05,2.7e-05
7.151614681788487e-06,2.117265285050962e-05,2.7e-05
7.097853540471988e-06,2.128168853232637e-05,2.7e-05
7.2557440944365226e-06,2.1299354557413608e-05,2.7e-05
7.072576863720315e-06,2.09831432584906e-05,2.7e-05
6.988309905864298e-06,2.111420690198429e-05,2.7e-05
6.755959020665614e-06,2.1282799934851937e-05,2.7e-05
6.946028406673577e-06,2.0986297386116348e-05,2.7e-05
7.086105142661836e-06,2.0979765395168215e-05,2.7e-05
7.102130894054426e-06,2.129292261088267e-05,2.7e-05
6.954799118830124e-06,2.113368100253865e-05,2.7e-05
7.119406291167252e-06,2.112194306391757e-05,2.7e-05
7.175381142587867e-06,2.109649904014077e-05,2.7e-05
7.026653292996343e-06,2.1132944311830215e-05,2.7e-05
6.8178183028067e-06,2.1278996428009123e-05,2.7e-05
6.8338235905685e-06,2.1253241357044317e-05,2.7e-05
7.214674951683264e-06,2.0987130483263172e-05,2.7e-05
7.23138600733364e-06,2.131557084794622e-05,2.7e-05
6.9274283305276185e-06,2.1022968212491833e-05,2.7e-05
6.874701739434386e-06,2.09845802601194e-05,2.7e-05
7.28517306924914e-06,2.1024543457315303e-05,2.7e-05
7.039570846245624e-06,2.1234940504655242e-05,2.7e-05
6.8838744482491165e-06,2.1300666048773564e-05,2.7e-05
6.725725597789278e-06,2.0989475160604343e-05,2.7e-05
6.956666311452864e-06,2.0934454369125888e-05,2.7e-05
7.243839263537666e-06,2.1076371922390535e-05,2.7e-05
6.75434603181202e-06,2.114677226927597e-05,2.7e-05
6.780524927307852e-06,2.119579767168034e-05,8.1e-06
6.737958301528124e-06,2.116514770023059e-05,8.1e-06
6.767375452909619e-06,2.114867493219208e-05,8.1e-06
6.891967132105492e-06,2.1206384190008976e-05,8.1e-06
7.075972007442033e-06,2.114251401508227e-05,8.1e-06
6.910181127750548e-06,2.1083558749523945e-05,8.1e-06
6.802791631344007e-06,2.1130903405719437e-05,8.1e-06
6.925052275619237e-06,2.1177629605517723e-05,8.1e-06
7.137901320675155e-06,2.109290835505817e-05,8.1e-06
7.152418675104855e-06,2.1021896827733144e-05,8.1e-06
7.16010617907159e-06,2.1035120880696923e-05,8.1e-06
7.195543730631471e-06,2.1072934032417834e-05,8.1e-06
6.912074240972288e-06,2.1221003407845274e-05,8.1e-06
7.057207312755054e-06,2.1246458345558494e-05,8.1e-06
6.799939910706598e-06,2.141955519618932e-05,8.1e-06
6.984308583923848e-06,2.141265940736048e-05,8.1e-06
6.882867182866903e-06,2.127879452018533e-05,8.1e-06
7.032680514384992e-06,2.1172025299165398e-05,8.1e-06
7.2009956966212485e-06,2.120504177582916e-05,8.1e-06
7.039710453682346e-06,2.1215393644524738e-05,8.1e-06
7.0797668740851805e-06,2.1209001715760678e-05,8.1e-06
7.051142802083632e-06,2.103617589455098e-05,8.1e-06
7.132452083169483e-06,2.0954152205376886e-05,8.1e-06
7.145052222767845e-06,2.1009585907449946e-05,8.1e-06
6.991403097345028e-06,2.1079598809592426e-05,8.1e-06
6.935149940545671e-06,2.109162051056046e-05,8.1e-06
6.980850685067708e-06,2.1165202269912697e-05,8.1e-06
7.116364486137172e-06,2.1179232135182247e-05,8.1e-06
6.96819643053459e-06,2.103448787238449e-05,8.1e-06
6.968532034079544e-06,2.09244062716607e-05,8.1e-06
7.041250228212448e-06,2.092069735226687e-05,2.43e-06
6.7673677222046535e-06,2.0923869669786654e-05,2.43e-06
6.943514563317876e-06,2.0949129975633696e-05,2.43e-06
7.063042176014278e-06,2.0949391910107806e-05,2.43e-06
